names,stars,dates,clicks,reviews
Animal Lovers Forever,3,2021-03-19,35,"Please Allow multiple selections of pictures and videos in lite. I'm not able to select multiple pics for my post, that is annoying. Please fix it."
Surender Singh,2,2021-02-19,42,It usually show something went wrong. That is only problem and plz add live option in this its request and one more reels and with function to make ur own reels too not just watching function
Harsh Raut,1,2021-03-09,26,Worst app ever. Always takes time to launch even on a flagship phone. Will not recommend to anyone even reels take a lot time to play. If you want to ruin your Instagram experience then this app is for you
Rudy Requiso,4,2021-04-14,1,💖Good work👍. I used this app for watching some of my favorite video and watching some of my favorite celebrities picture
Mark Sharovsky,1,2021-03-11,29,Very poor quality. Stories are looping and there is no way to reply to them. I recommend this app for someone who likes to struggle.
Shantilata Paspureddy,1,2021-02-09,57,Its not as effective as the original instagram.It has so much of bug issues and no matter it consumes less data but it just shows so much error.Not good experience.It loads late too.
Marko Rakijaš,2,2021-03-15,18,"Always some hiden messages in notification bar, but no messages on website... Same problem over and over. I uninstalled the app 3x, but the sam bug is there..."
alinoneち,4,2021-04-19,1,i like it a lot so i give it a shot btw can u make dark mode for ig lite? and also the ui was so smooth but can yoy make it smoother?
JFA,3,2021-03-02,31,Good app for low-end and low-memory phones. Stutters a bit with prolonged use or watching videos/stories. Allow night mode please.
Gita Turankar,1,2021-04-03,4,Very bad function we can't mentioned back any one ve chant vote any one we can't see reels
Tangguh Pidhiatmoko,1,2021-04-19,0,"Big problem, feeds never get refreshed so this app is became useless"
Yash Sharma,3,2021-04-01,1,Why there is no reels option (they fixed it)???? No dark mode?
Drishti jain,4,2021-04-24,0,It takes less space than original instagram it is very good
Pranav Swami,4,2021-03-24,19,It's a good app. But atleast you should be able to vote in those Yes no questions in stories and choose options in stories. Only that. Else it is a nice app.
Akash Sutradhar,1,2021-03-04,38,"This app has a lot of bugs. I can't upload videos properly, videos crop in a square shape automatically!!"
Ninder Ninder,1,2021-04-20,0,Wow. Nothing works. Meseges dont opn . Cant find my friend via contacts. No video call . Wht were they thinking
Urmila Rana,4,2021-02-12,51,I would have given 5 stars but i found that something is missing ; that is music to stories 😑😑 i love that feature !!
L D Panda Panda,5,2021-04-19,2,Idk why people are giving less ratings but to be honest it is best way to use instagram in a very less space. Thanks developer for developing such an helpful application in less storage
Rashmi,1,2021-04-19,0,Thia is so bad i am uninstalling right after an hour of installing it. You see the same posts again and again amd it is kind of slow.
contrast anime,2,2021-04-12,2,There is a lots of bug in this version of Instagram... That is why i am only giving it 2 stars
Namish Shaikh,1,2021-03-25,32,"What a glitch! Can't comment everytime, using instagram on website is better than this, but since you guys also glitches the site we can't see replies to comments"
schonensommer,4,2021-04-18,1,It consumes less memory! It has basic features that I need. Kindly do improvements on UI
NAVJOT SINGH,3,2021-02-05,209,"It sucks in dark mode 😶😑 . Otherwise ok . I want to save my data and spend less time on insta so downloaded this , working fine... although a bit slow (afterall it's lite version)"
Kolawole Odenusi,4,2021-02-22,29,It's a great app. Disappointing that you can't interact with stickers though. Really the only deal breaker.
Shivam Singhal,1,2021-04-12,1,"In dark mode, any of the text in the app can't be seen properly"
Satish Chaudhary,2,2021-04-04,10,The app is good. But this app has many bugs. Update Instagram Lite time to time and fix bugs.
Sandeep Patil,5,2021-03-07,23,Experience is very good to use instagram. The app has number of best things in which is been getting something best experience to learn something new.
Pandz Muhenye,3,2021-03-09,20,I gave it three stars because while there are some things that were removed from this app apgrate like the music has been removed and I find this hard to see it as an upgrade
Hasan Najem,2,2021-04-08,2,Not a good app you cant call anyone and you cant hear the voice messages
santosh yadav,2,2021-03-21,21,"Takes too much time to load or search new accounts. Instead of this, one can use it directly from Chrome."
Kelsey Shoou,3,2021-04-04,6,"It's so similar to fb lite, and it works and the storage is different to the original IG app, it's cool thanks for existing this"
Fazura Wilson,1,2021-03-03,22,"Very bad application, even worse than Tik Tok Lite .. Too many functions that can not be used. Hope the next update can add better functionality to Instagram Lite"
AMAN GAMING ZONE,5,2021-04-07,4,Nice app but need voice message update.
Raashid Latief,3,2021-02-04,41,This app is good 👍 but its dark mode sucks....and sometimes it doesn't work properly and takes too long time for uploading story
Bhawani Singh,1,2021-01-29,31,"Many problems in this app . When upload story not option of music. When try to delete story ,error . Plc fix it."
Nnbveh Masala,2,2021-03-12,40,"Unusable at the moment, doesn't work well with dark theme, can't read anything nether see some interface elements..."
Sia Agarwal,2,2021-02-17,38,It's really annoying to see the posts again and again in my feed until it's not liked. I hope this problem gets solved as soon as possible.
Janani C,1,2021-03-18,19,"Ok nice . But it is not look a like of instagram . And we can't do video call , voice chat , we can't put other account and password to access their account ..."
Saud Mujahid,3,2021-03-18,28,Needs more important. Doesn't fit my screen and issues with touch response. Overall much better than web version but no where near as good as facebook lite is.
sivakumar anusuya,3,2021-03-29,8,It is useful but one missing thing is add song in story.... It must want to the story... If it will came in update it was similar to Instagram
